,table_a,column_a,table_b,column_b,similarity,correct
0,amazon_1,pubmonth,barnes_and_noble_1,pubmonth,0.95,True
1,amazon_1,isbn13,barnes_and_noble_1,isbn13,0.94799995,True
2,amazon_4,format,goodreads_2,format,0.9451035,True
3,amazon_5,book_format,barnes_and_noble_6,book_format,0.93970126,True
4,amazon_1,pubday,barnes_and_noble_1,pubday,0.9375288,True
5,amazon_1,pubyear,barnes_and_noble_1,pubyear,0.92275697,True
6,book_depository_1,Language,goodreads_4,Language,0.9226227,True
7,amazon_4,rating,goodreads_2,rating,0.9184521,True
8,amazon_1,language,amazon_2,Language,0.91320723,True
9,goodreads_2,year,goodreads_3,year,0.9089345,True
10,goodreads_2,format,goodreads_4,Format,0.90400076,True
11,amazon_4,year,goodreads_2,year,0.8960533,True
12,barnes_and_noble_3,Pages,barnes_and_noble_6,pages,0.8891732,True
13,amazon_1,language,barnes_and_noble_5,language,0.8858491,True
14,amazon_1,publisher,barnes_and_noble_1,publisher,0.8708023,True
15,barnes_and_noble_3,Publisher,barnes_and_noble_6,publisher,0.8691468,True
16,amazon_5,old_price,barnes_and_noble_6,old_price,0.8653962,True
17,amazon_2,Language,barnes_and_noble_5,language,0.8633601,True
18,goodreads_1,Format,goodreads_4,Format,0.85839593,True
19,amazon_5,pages,barnes_and_noble_6,pages,0.8571001,True
20,goodreads_1,Language,goodreads_4,Language,0.8567761,True
21,book_depository_1,Format,goodreads_4,Format,0.85483396,True
22,amazon_4,format,goodreads_4,Format,0.8490087,True
23,amazon_1,language,book_depository_1,Language,0.84808,True
24,amazon_1,language,goodreads_1,Language,0.84724396,True
25,barnes_and_noble_5,language,book_depository_1,Language,0.84711677,True
26,goodreads_1,Format,goodreads_2,format,0.847031,True
27,amazon_1,publisher,amazon_2,Publisher,0.8424347,True
28,amazon_2,Language,book_depository_1,Language,0.8421072,True
29,amazon_2,Language,goodreads_4,Language,0.83495235,True
30,barnes_and_noble_1,publisher,barnes_and_noble_4,Publisher,0.834216,True
31,book_depository_1,Language,goodreads_1,Language,0.8341278,True
32,barnes_and_noble_5,language,goodreads_4,Language,0.83392125,True
33,amazon_1,publisher,amazon_3,Publisher,0.8336786,True
34,amazon_1,language,goodreads_4,Language,0.833576,True
35,amazon_1,series,barnes_and_noble_1,series,0.8322109,True
36,book_depository_1,Page,goodreads_4,Page,0.82869387,True
37,amazon_2,Language,goodreads_1,Language,0.8286909,True
38,barnes_and_noble_5,language,goodreads_1,Language,0.8279144,True
39,amazon_5,pages,barnes_and_noble_3,Pages,0.8258157,True
40,barnes_and_noble_3,Pages,barnes_and_noble_5,pages,0.82362974,True
41,barnes_and_noble_4,Product_dimensions,barnes_and_noble_6,product_dimensions,0.8219613,True
42,amazon_4,year,goodreads_3,year,0.8214796,True
43,barnes_and_noble_3,Pages,barnes_and_noble_4,Pages,0.8195918,True
44,barnes_and_noble_3,Publisher,half_1,Publisher,0.81743443,True
45,amazon_2,Publisher,amazon_3,Publisher,0.81706697,True
46,amazon_3,Publisher,barnes_and_noble_1,publisher,0.81499183,True
47,amazon_5,publisher,barnes_and_noble_6,publisher,0.8144516,True
48,amazon_5,product_dimensions,barnes_and_noble_6,product_dimensions,0.81206226,True
49,amazon_3,Pages,barnes_and_noble_3,Pages,0.8107723,True
50,book_depository_1,Format,goodreads_2,format,0.80862206,True
51,barnes_and_noble_3,Dimensions,half_1,Dimensions,0.80614156,True
52,barnes_and_noble_2,Publisher,barnes_and_noble_3,Publisher,0.8054658,True
53,amazon_3,Pages,amazon_5,pages,0.80033654,True
54,amazon_1,title,barnes_and_noble_1,title,0.79913896,True
55,barnes_and_noble_2,Publisher,barnes_and_noble_6,publisher,0.79908884,True
56,barnes_and_noble_1,publisher,barnes_and_noble_5,publisher,0.7987587,True
57,amazon_3,Publisher,barnes_and_noble_4,Publisher,0.79831135,True
58,amazon_4,format,goodreads_1,Format,0.7979543,True
59,amazon_1,pages,barnes_and_noble_1,pages,0.797212,True
60,barnes_and_noble_4,Pages,barnes_and_noble_6,pages,0.79497564,True
61,barnes_and_noble_3,Price,barnes_and_noble_5,price,0.79203737,True
62,barnes_and_noble_1,title,barnes_and_noble_5,title,0.7879592,True
63,amazon_4,format,book_depository_1,Format,0.7862078,True
64,barnes_and_noble_2,Productdimensions,barnes_and_noble_4,Product_dimensions,0.7843137,True
65,amazon_1,pages,amazon_5,pages,0.7837,True
66,goodreads_3,name,imsa_1,name,0.78261316,True
67,barnes_and_noble_2,Publisher,barnes_and_noble_4,Publisher,0.77937376,True
68,book_depository_1,Format,goodreads_1,Format,0.7791008,True
69,barnes_and_noble_2,Productdimensions,barnes_and_noble_6,product_dimensions,0.77902025,True
70,barnes_and_noble_1,pages,barnes_and_noble_5,pages,0.7786482,True
71,amazon_1,publisher,barnes_and_noble_4,Publisher,0.77685726,True
72,goodreads_3,author,imsa_1,author,0.7767091,True
73,amazon_1,series,amazon_2,Series,0.7750231,True
74,barnes_and_noble_5,pages,barnes_and_noble_6,pages,0.77388984,True
75,amazon_1,authors,barnes_and_noble_1,authors,0.77351004,True
76,amazon_2,Publisher,barnes_and_noble_4,Publisher,0.7716991,True
77,amazon_4,author,goodreads_2,author,0.771248,True
78,amazon_4,_id,goodreads_2,_id,0.77112645,True
79,amazon_3,price,barnes_and_noble_3,Price,0.770887,True
80,barnes_and_noble_1,series,barnes_and_noble_4,Series,0.77067745,True
81,amazon_4,name,goodreads_2,name,0.7706043,True
82,amazon_5,cur_price,barnes_and_noble_6,cur_price,0.7693962,True
83,barnes_and_noble_3,Publisher,barnes_and_noble_5,publisher,0.76854885,True
84,barnes_and_noble_3,Title,barnes_and_noble_6,title,0.7681214,True
85,amazon_2,Publisher,barnes_and_noble_1,publisher,0.7679798,True
86,amazon_1,publisher,barnes_and_noble_5,publisher,0.7679613,True
87,book_depository_1,Author,goodreads_4,Author,0.767238,True
88,amazon_5,authors,barnes_and_noble_6,authors,0.767008,True
89,barnes_and_noble_3,Author,half_1,Author,0.76677305,True
90,barnes_and_noble_3,Publisher,barnes_and_noble_4,Publisher,0.7666864,True
91,barnes_and_noble_1,pages,barnes_and_noble_3,Pages,0.7651367,True
92,amazon_3,Publisher,amazon_5,publisher,0.7649957,True
93,amazon_5,title,barnes_and_noble_6,title,0.76360977,True
94,barnes_and_noble_4,Publisher,barnes_and_noble_5,publisher,0.76322865,True
95,amazon_3,Publisher,barnes_and_noble_3,Publisher,0.7621196,True
96,amazon_1,title,amazon_3,Title,0.7617362,True
97,amazon_1,pages,barnes_and_noble_3,Pages,0.76142275,True
98,goodreads_2,author,goodreads_3,author,0.7613879,True
99,amazon_3,Pages,barnes_and_noble_6,pages,0.76044434,True
100,barnes_and_noble_1,publisher,barnes_and_noble_3,Publisher,0.76042354,True
101,amazon_1,id,barnes_and_noble_1,id,0.7594783,True
102,barnes_and_noble_4,Publisher,barnes_and_noble_6,publisher,0.7592578,True
