,table_a,column_a,table_b,column_b,similarity,correct
0,1007ipopayments,VAT registration number,1009ipopayments,VAT registration number,0.97439957,True
1,1007ipopayments,Department family,1009ipopayments,Department family,0.97325915,True
2,1007ipopayments,Expense area,1009ipopayments,Expense area,0.97275037,True
3,1007ipopayments,Entity,1009ipopayments,Entity,0.9713305,True
4,1007ipopayments,Expense type,1009ipopayments,Expense type,0.96618426,True
5,1006ipopayments,Expense area,1009ipopayments,Expense area,0.9194509,True
6,1006ipopayments,Expense type,1009ipopayments,Expense type,0.9149354,True
7,1006ipopayments,Expense area,1007ipopayments,Expense area,0.9144168,True
8,1006ipopayments,Expense type,1007ipopayments,Expense type,0.9056636,True
9,1004ipopayments,VAT registration number,1010ipopayments,VAT registration number,0.9035716,True
10,1008ipopayments,Supplier,1009ipopayments,Supplier,0.8993397,True
11,1009ipopayments,VAT registration number,1010ipopayments,VAT registration number,0.89742386,True
12,1007ipopayments,VAT registration number,1010ipopayments,VAT registration number,0.8922968,True
13,1008ipopayments,Expense Category,1010ipopayments,Expense Category,0.8920647,True
14,1004ipopayments,VAT registration number,1009ipopayments,VAT registration number,0.8771502,True
15,1004ipopayments,VAT registration number,1007ipopayments,VAT registration number,0.84794885,True
16,1007ipopayments,Amount,1009ipopayments,Amount,0.78448087,True
17,1007ipopayments,Date,1009ipopayments,Date,0.7710953,True
18,1008ipopayments,Department Category,1009ipopayments,Department family,0.75695944,True
19,1008ipopayments,VAT number,1009ipopayments,VAT registration number,0.75668114,True
20,1008ipopayments,Amount,1009ipopayments,Amount,0.75161916,True
21,1005ipopayments,Expense,1006ipopayments,Expense type,0.7503586,True
22,1008ipopayments,Transaction number,1009ipopayments,Transaction number,0.7461881,True
23,1008ipopayments,Entity Category,1009ipopayments,Entity,0.74581265,True
24,1008ipopayments,Date,1009ipopayments,Date,0.74044335,True
25,1008ipopayments,Expense Office,1009ipopayments,Expense area,0.7392347,True
26,1007ipopayments,VAT registration number,1008ipopayments,VAT number,0.73517376,True
27,1007ipopayments,Department family,1008ipopayments,Department Category,0.7341101,True
28,1007ipopayments,Amount,1008ipopayments,Amount,0.72450715,True
29,1007ipopayments,Entity,1008ipopayments,Entity Category,0.72296333,True
30,1006ipopayments,Transaction number,1009ipopayments,Transaction number,0.7226647,True
31,1008ipopayments,Department Category,1010ipopayments,Department Secondary,0.71972406,True
32,1005ipopayments,Expense,1007ipopayments,Expense type,0.71936387,True
33,1008ipopayments,VAT number,1010ipopayments,VAT registration number,0.71827143,True
34,1006ipopayments,Date,1009ipopayments,Date,0.71779567,True
35,1007ipopayments,Date,1008ipopayments,Date,0.717594,True
36,1007ipopayments,Expense area,1008ipopayments,Expense Office,0.71638536,True
37,1008ipopayments,Expense Category,1009ipopayments,Expense type,0.7161088,True
38,1006ipopayments,Date,1007ipopayments,Date,0.7127616,True
39,1005ipopayments,Expense,1009ipopayments,Expense type,0.7064032,True
40,1004ipopayments,Transaction ID,1010ipopayments,Transaction ID,0.7048717,True
41,1009ipopayments,Department family,1010ipopayments,Department Secondary,0.7031644,True
42,1005ipopayments,Date,1006ipopayments,Date,0.7028814,True
43,1004ipopayments,VAT registration number,1008ipopayments,VAT number,0.70070994,True
44,1007ipopayments,Department family,1010ipopayments,Department Secondary,0.6980374,True
45,1006ipopayments,Transaction number,1008ipopayments,Transaction number,0.6961907,True
46,1007ipopayments,Expense type,1008ipopayments,Expense Category,0.6927895,True
47,1006ipopayments,Date,1008ipopayments,Date,0.69228256,True
48,1006ipopayments,Expense area,1008ipopayments,Expense Office,0.6910739,True
49,1005ipopayments,Date,1008ipopayments,Date,0.68246734,True
50,1005ipopayments,Date,1007ipopayments,Date,0.6711815,True
51,1006ipopayments,Expense type,1008ipopayments,Expense Category,0.66750175,True
52,1009ipopayments,Expense type,1010ipopayments,Expense Category,0.6654419,True
53,1004ipopayments,Supplier Name,1008ipopayments,Supplier,0.66537905,True
54,1005ipopayments,Vendor,1006ipopayments,Vendor Name,0.6652361,True
