,table_a,column_a,table_b,column_b,similarity,correct
0,dblp_1,author,arxiv_2,Authors,1.0,True
1,neurips_1,Title,citeseer_1,title,1.0,True
2,google_scholar_1,journal,dblp_1,series,1.0,False
3,thecvf_1,Authors,arxiv_1,Authors,1.0,True
4,google_scholar_2,authors,dblp_3,journal,1.0,False
5,thecvf_1,Title,arxiv_2,Title,1.0,True
6,citeseer_1,authors,arxiv_1,Date,1.0,False
7,neurips_1,Journal-ref,dblp_3,publication_type,1.0,False
8,google_scholar_1,title,dblp_1,title,1.0,True
9,google_scholar_1,author,dblp_2,authors,1.0,True
10,thecvf_1,JournalRef,dblp_1,author,1.0,False
11,dblp_3,authors,arxiv_2,Authors,1.0,True
12,thecvf_1,JournalRef,dblp_3,authors,1.0,False
13,neurips_1,Authors,citeseer_1,authors,1.0,True
14,neurips_1,Title,google_scholar_2,title,1.0,True
15,thecvf_1,Authors,dblp_1,link,1.0,False
16,thecvf_1,Month,dblp_3,month,1.0,True
17,thecvf_1,Authors,neurips_1,Authors,1.0,True
18,neurips_1,Authors,arxiv_1,Authors,1.0,True
19,thecvf_1,Month,arxiv_2,Month,1.0,True
20,neurips_1,Title,arxiv_2,Title,1.0,True
21,google_scholar_2,id,dblp_1,crossref,1.0,False
22,thecvf_1,JournalRef,arxiv_2,Authors,1.0,False
23,google_scholar_2,title,citeseer_1,title,1.0,True
24,google_scholar_2,venue,google_scholar_1,booktitle,1.0,True
25,thecvf_1,Title,arxiv_1,Title,1.0,True
26,dblp_2,id,dblp_1,crossref,1.0,False
27,thecvf_1,Title,dblp_1,title,1.0,True
28,neurips_1,Authors,dblp_1,link,1.0,False
29,google_scholar_1,publisher,dblp_1,publisher,1.0,True
30,dblp_1,title,citeseer_1,title,1.0,True
31,dblp_2,title,citeseer_1,title,1.0,True
32,dblp_1,link,arxiv_1,Date,1.0,False
33,google_scholar_1,title,arxiv_1,Title,1.0,True
34,thecvf_1,Title,google_scholar_1,title,1.0,True
35,thecvf_1,Title,neurips_1,Title,1.0,True
36,citeseer_1,authors,arxiv_1,Journal-ref,1.0,False
37,google_scholar_2,authors,dblp_2,venue,1.0,False
38,dblp_1,link,arxiv_1,Journal-ref,1.0,False
39,google_scholar_1,journal,dblp_1,journal,1.0,True
40,google_scholar_1,booktitle,dblp_2,authors,1.0,False
41,neurips_1,Title,arxiv_1,Title,1.0,True
42,google_scholar_2,venue,dblp_2,authors,1.0,False
43,thecvf_1,Authors,arxiv_1,Date,1.0,False
44,neurips_1,Title,dblp_1,title,1.0,True
45,google_scholar_2,title,arxiv_2,Title,1.0,True
46,google_scholar_1,journal,dblp_1,booktitle,1.0,True
47,google_scholar_1,organization,citeseer_1,journal,1.0,True
48,dblp_2,authors,dblp_1,author,1.0,True
49,google_scholar_1,author,dblp_3,authors,1.0,True
50,google_scholar_1,author,dblp_1,author,1.0,True
51,neurips_1,Journal-ref,google_scholar_1,ENTRYTYPE,1.0,False
52,dblp_1,title,arxiv_2,Title,1.0,True
53,neurips_1,Title,google_scholar_1,title,1.0,True
54,dblp_2,title,arxiv_2,Title,1.0,True
55,thecvf_1,JournalRef,google_scholar_1,booktitle,1.0,True
56,thecvf_1,Title,dblp_2,title,1.0,True
57,dblp_1,link,citeseer_1,authors,1.0,False
58,neurips_1,Abstract,arxiv_1,Abstract,1.0,True
59,dblp_3,authors,dblp_2,authors,1.0,True
60,google_scholar_1,title,dblp_2,title,1.0,True
61,dblp_3,journal,dblp_2,venue,1.0,True
62,dblp_2,authors,arxiv_2,Authors,1.0,True
63,google_scholar_1,author,arxiv_2,Authors,1.0,True
64,citeseer_1,authors,arxiv_1,Authors,1.0,True
65,dblp_1,link,arxiv_1,Authors,1.0,False
