,table_a,column_a,table_b,column_b,similarity,correct
0,500spend_sep2015,Service Name,500spend_oct2015,Service Name,1.0,True
1,500spend_jun2016,Details,500spend_jul2016,Expense Category,1.0,True
2,500spend_sep2016,Merchant Category,500spend_jun2016,Primary Service,1.0,True
3,500spend_sep2015,Description,500spend_jul2016,Expense Category,1.0,True
4,500spend_sep2015,Supplier Name,500spend_oct2015,Supplier Name,1.0,True
5,500spend_sep2015,Merchant Type,500spend_jul2016,Category Name,1.0,True
6,500spend_sep2016,Merchant Category,500spend_oct2015,Service Category,1.0,True
7,500spend_sep2016,Merchant Category,500spend_nov2015,Merchant Category,1.0,True
8,500spend_sep2015,Service Name,500spend_jun2016,Secondary Service,1.0,True
9,500spend_may2016,Description,500spend_jul2016,Expense Category,1.0,True
10,500spend_oct2015,purpose of expenditure,500spend_jul2016,Expense Category,1.0,True
11,500spend_oct2015,purpose of expenditure,500spend_nov2015,Summary of purpose of expenditure,1.0,True
12,500spend_nov2015,Supplier Name,500spend_may2016,Merchant,1.0,True
13,500spend_sep2015,Supplier Name,500spend_jun2016,Name,1.0,True
14,500spend_sep2015,Merchant Type,500spend_jun2016,Primary Service,1.0,True
15,500spend_jun2016,Primary Service,500spend_jul2016,Category Name,1.0,True
16,500spend_oct2015,Supplier Name,500spend_may2016,Merchant,1.0,True
17,500spend_nov2015,Supplier Name,500spend_jul2016,Supplier,1.0,True
18,500spend_nov2015,Merchant Category,500spend_jul2016,Category Name,1.0,True
19,500spend_nov2015,Service,500spend_jul2016,Service Name,1.0,True
20,500spend_may2016,Merchant,500spend_jul2016,Supplier,1.0,True
21,500spend_sep2015,Service Name,500spend_nov2015,Service,1.0,True
22,500spend_oct2015,Service Category,500spend_nov2015,Merchant Category,1.0,True
23,500spend_oct2015,Supplier Name,500spend_jul2016,Supplier,1.0,True
24,500spend_nov2015,Summary of purpose of expenditure,500spend_jun2016,Details,1.0,True
25,500spend_nov2015,Service,500spend_jun2016,Secondary Service,1.0,True
26,500spend_oct2015,purpose of expenditure,500spend_jun2016,Details,1.0,True
27,500spend_oct2015,Service Category,500spend_jun2016,Primary Service,1.0,True
28,500spend_nov2015,Summary of purpose of expenditure,500spend_may2016,Description,1.0,True
29,500spend_oct2015,Service Name,500spend_nov2015,Service,1.0,True
30,500spend_oct2015,purpose of expenditure,500spend_may2016,Description,1.0,True
31,500spend_sep2016,Supplier Name,500spend_may2016,Merchant,1.0,True
32,500spend_sep2016,Merchant Category,500spend_jul2016,Category Name,1.0,True
33,500spend_sep2016,Supplier Name,500spend_sep2015,Supplier Name,1.0,True
34,500spend_sep2015,Description,500spend_nov2015,Summary of purpose of expenditure,1.0,True
35,500spend_sep2016,Supplier Name,500spend_jun2016,Name,1.0,True
36,500spend_sep2015,Supplier Name,500spend_may2016,Merchant,1.0,True
37,500spend_oct2015,Supplier Name,500spend_nov2015,Supplier Name,1.0,True
38,500spend_sep2015,Merchant Type,500spend_nov2015,Merchant Category,1.0,True
39,500spend_sep2015,Supplier Name,500spend_jul2016,Supplier,1.0,True
40,500spend_sep2015,Service Name,500spend_jul2016,Service Name,1.0,True
41,500spend_sep2015,Description,500spend_jun2016,Details,1.0,True
42,500spend_sep2015,Description,500spend_oct2015,purpose of expenditure,1.0,True
43,500spend_nov2015,Summary of purpose of expenditure,500spend_jul2016,Expense Category,1.0,True
44,500spend_sep2016,Merchant Category,500spend_sep2015,Merchant Type,1.0,True
45,500spend_sep2015,Merchant Type,500spend_oct2015,Service Category,1.0,True
46,500spend_jun2016,Name,500spend_jul2016,Supplier,1.0,True
47,500spend_sep2015,Description,500spend_may2016,Description,1.0,True
48,500spend_oct2015,Service Category,500spend_jul2016,Category Name,1.0,True
49,500spend_oct2015,Service Name,500spend_jul2016,Service Name,1.0,True
50,500spend_may2016,Description,500spend_jun2016,Details,1.0,True
51,500spend_sep2016,Supplier Name,500spend_nov2015,Supplier Name,1.0,True
52,500spend_oct2015,Service Name,500spend_jun2016,Secondary Service,1.0,True
53,500spend_nov2015,Supplier Name,500spend_jun2016,Name,1.0,True
54,500spend_nov2015,Merchant Category,500spend_jun2016,Primary Service,1.0,True
55,500spend_may2016,Merchant,500spend_jun2016,Name,1.0,True
56,500spend_oct2015,Supplier Name,500spend_jun2016,Name,1.0,True
57,500spend_sep2016,Supplier Name,500spend_oct2015,Supplier Name,1.0,True
58,500spend_sep2015,Supplier Name,500spend_nov2015,Supplier Name,1.0,True
59,500spend_jun2016,Secondary Service,500spend_jul2016,Service Name,1.0,True
60,500spend_sep2016,Supplier Name,500spend_jul2016,Supplier,1.0,True
