,table_a,column_a,table_b,column_b,similarity,correct
0,stockport_contracts_2,Council Directorate,stockport_contracts_6,Council Directorate,0.9904564,True
1,stockport_contracts_2,Client,stockport_contracts_6,Client,0.98965514,True
2,stockport_contracts_3,Client,stockport_contracts_6,Client,0.98965514,True
3,stockport_contracts_2,Client,stockport_contracts_3,Client,0.9894737,True
4,stockport_contracts_2,Council Directorate,stockport_contracts_3,Council Directorate,0.9894285,True
5,stockport_contracts_3,Council Directorate,stockport_contracts_6,Council Directorate,0.9882706,True
6,stockport_contracts_2,Council Directorate,stockport_contracts_8,Council Directorate,0.9863776,True
7,stockport_contracts_2,Council Directorate,stockport_contracts_9,Council Directorate,0.98615503,True
8,stockport_contracts_2,Client,stockport_contracts_8,Client,0.98554736,True
9,stockport_contracts_3,Client,stockport_contracts_8,Client,0.98554736,True
10,stockport_contracts_6,Client,stockport_contracts_8,Client,0.98554736,True
11,stockport_contracts_2,Client,stockport_contracts_9,Client,0.98531914,True
12,stockport_contracts_3,Client,stockport_contracts_9,Client,0.98531914,True
13,stockport_contracts_6,Client,stockport_contracts_9,Client,0.98531914,True
14,stockport_contracts_6,Council Directorate,stockport_contracts_8,Council Directorate,0.9851023,True
15,stockport_contracts_6,Council Directorate,stockport_contracts_9,Council Directorate,0.9848877,True
16,stockport_contracts_3,Council Directorate,stockport_contracts_8,Council Directorate,0.98424995,True
17,stockport_contracts_3,Council Directorate,stockport_contracts_9,Council Directorate,0.98403865,True
18,stockport_contracts_2,Supplier Type,stockport_contracts_3,Supplier Type,0.98371756,True
19,stockport_contracts_6,Agreement Type,stockport_contracts_9,Agreement Type,0.9835197,True
20,stockport_contracts_1,Client,stockport_contracts_2,Client,0.9823338,True
21,stockport_contracts_1,Client,stockport_contracts_3,Client,0.9823338,True
22,stockport_contracts_1,Client,stockport_contracts_6,Client,0.9823338,True
23,stockport_contracts_10,Council Directorate,stockport_contracts_2,Council Directorate,0.9817541,True
24,stockport_contracts_2,Client,stockport_contracts_7,Client,0.98151433,True
25,stockport_contracts_3,Client,stockport_contracts_7,Client,0.98151433,True
26,stockport_contracts_6,Client,stockport_contracts_7,Client,0.98151433,True
27,stockport_contracts_8,Client,stockport_contracts_9,Client,0.9814123,True
28,stockport_contracts_8,Council Directorate,stockport_contracts_9,Council Directorate,0.98104656,True
29,stockport_contracts_10,Client,stockport_contracts_3,Client,0.9807175,True
30,stockport_contracts_10,Client,stockport_contracts_6,Client,0.9807175,True
31,stockport_contracts_10,Council Directorate,stockport_contracts_6,Council Directorate,0.98070717,True
32,stockport_contracts_6,Route to Market,stockport_contracts_9,Route to Market,0.9805913,True
33,stockport_contracts_10,Client,stockport_contracts_2,Client,0.9805093,True
34,stockport_contracts_6,Council Directorate,stockport_contracts_7,Council Directorate,0.9804789,True
35,stockport_contracts_2,Council Directorate,stockport_contracts_7,Council Directorate,0.98040855,True
36,stockport_contracts_10,Council Directorate,stockport_contracts_3,Council Directorate,0.979893,True
37,stockport_contracts_2,Supplier Type,stockport_contracts_9,Supplier Type,0.9798217,True
38,stockport_contracts_3,Supplier Type,stockport_contracts_6,Supplier Type,0.9796581,True
39,stockport_contracts_2,Supplier Type,stockport_contracts_6,Supplier Type,0.9787361,True
40,stockport_contracts_1,Client,stockport_contracts_7,Client,0.97841376,True
41,stockport_contracts_3,Council Directorate,stockport_contracts_7,Council Directorate,0.9784085,True
42,stockport_contracts_3,Supplier Type,stockport_contracts_8,Supplier Type,0.9784074,True
43,stockport_contracts_1,Client,stockport_contracts_8,Client,0.9784045,True
44,stockport_contracts_1,Client,stockport_contracts_9,Client,0.9781763,True
45,stockport_contracts_5,Council Directorate,stockport_contracts_9,Council Directorate,0.9778436,True
46,stockport_contracts_7,Client,stockport_contracts_8,Client,0.97760504,True
47,stockport_contracts_6,Supplier Type,stockport_contracts_8,Supplier Type,0.9775236,True
48,stockport_contracts_7,Client,stockport_contracts_9,Client,0.9773768,True
49,stockport_contracts_7,Council Directorate,stockport_contracts_8,Council Directorate,0.9773716,True
50,stockport_contracts_3,Supplier Type,stockport_contracts_9,Supplier Type,0.97707,True
51,stockport_contracts_2,Supplier Type,stockport_contracts_8,Supplier Type,0.97705305,True
52,stockport_contracts_1,Supplier Type,stockport_contracts_2,Supplier Type,0.97702825,True
53,stockport_contracts_1,Supplier Type,stockport_contracts_3,Supplier Type,0.9769534,True
54,stockport_contracts_10,Council Directorate,stockport_contracts_8,Council Directorate,0.9768359,True
55,stockport_contracts_1,Client,stockport_contracts_10,Client,0.97681475,True
56,stockport_contracts_10,Client,stockport_contracts_8,Client,0.97678804,True
57,stockport_contracts_10,Council Directorate,stockport_contracts_9,Council Directorate,0.9766509,True
58,stockport_contracts_10,Client,stockport_contracts_9,Client,0.9765917,True
59,stockport_contracts_8,Supplier Type,stockport_contracts_9,Supplier Type,0.97651815,True
60,stockport_contracts_3,Supplier Type,stockport_contracts_7,Supplier Type,0.9761669,True
61,stockport_contracts_5,Status,stockport_contracts_9,Status,0.9752736,True
62,stockport_contracts_7,Council Directorate,stockport_contracts_9,Council Directorate,0.97503823,True
63,stockport_contracts_6,Supplier Type,stockport_contracts_9,Supplier Type,0.9750002,True
64,stockport_contracts_2,Supplier Type,stockport_contracts_7,Supplier Type,0.97489727,True
65,stockport_contracts_6,Supplier Type,stockport_contracts_7,Supplier Type,0.9745239,True
66,stockport_contracts_2,Council Directorate,stockport_contracts_5,Council Directorate,0.9743679,True
67,stockport_contracts_5,Council Directorate,stockport_contracts_6,Council Directorate,0.973275,True
68,stockport_contracts_10,Client,stockport_contracts_7,Client,0.97301185,True
69,stockport_contracts_6,Agreement Type,stockport_contracts_8,Agreement Type,0.9727662,True
70,stockport_contracts_3,Council Directorate,stockport_contracts_5,Council Directorate,0.9723679,True
71,stockport_contracts_1,Supplier Type,stockport_contracts_9,Supplier Type,0.9722985,True
72,stockport_contracts_1,Supplier Type,stockport_contracts_7,Supplier Type,0.97220933,True
73,stockport_contracts_6,Route to Market,stockport_contracts_8,Route to Market,0.9718205,True
74,stockport_contracts_5,Supplier Type,stockport_contracts_9,Supplier Type,0.9718008,True
75,stockport_contracts_7,Supplier Type,stockport_contracts_8,Supplier Type,0.97174484,True
76,stockport_contracts_7,Supplier Type,stockport_contracts_9,Supplier Type,0.97130394,True
77,stockport_contracts_10,Council Directorate,stockport_contracts_7,Council Directorate,0.9711874,True
78,stockport_contracts_5,Council Directorate,stockport_contracts_8,Council Directorate,0.9697868,True
79,stockport_contracts_1,Supplier Type,stockport_contracts_6,Supplier Type,0.9696895,True
80,stockport_contracts_3,Supplier Type,stockport_contracts_5,Supplier Type,0.9685627,True
81,stockport_contracts_1,Supplier Type,stockport_contracts_8,Supplier Type,0.96821797,True
82,stockport_contracts_8,Agreement Type,stockport_contracts_9,Agreement Type,0.96796036,True
83,stockport_contracts_6,Agreement Type,stockport_contracts_7,Agreement Type,0.9674678,True
84,stockport_contracts_6,Route to Market,stockport_contracts_7,Route to Market,0.96685827,True
85,stockport_contracts_2,Supplier Type,stockport_contracts_5,Supplier Type,0.96518314,True
86,stockport_contracts_10,Council Directorate,stockport_contracts_5,Council Directorate,0.9650911,True
87,stockport_contracts_5,Supplier Type,stockport_contracts_6,Supplier Type,0.9647481,True
88,stockport_contracts_5,Council Directorate,stockport_contracts_7,Council Directorate,0.9636671,True
89,stockport_contracts_2,Agreement Type,stockport_contracts_6,Agreement Type,0.9624938,True
90,stockport_contracts_5,Supplier Type,stockport_contracts_8,Supplier Type,0.961856,True
91,stockport_contracts_1,Supplier Type,stockport_contracts_5,Supplier Type,0.9597324,True
92,stockport_contracts_8,Route to Market,stockport_contracts_9,Route to Market,0.9586625,True
93,stockport_contracts_2,Route to Market,stockport_contracts_6,Route to Market,0.958577,True
94,stockport_contracts_5,Supplier Type,stockport_contracts_7,Supplier Type,0.9584376,True
95,stockport_contracts_7,Agreement Type,stockport_contracts_9,Agreement Type,0.95836055,True
96,stockport_contracts_10,Agreement Type,stockport_contracts_6,Agreement Type,0.95819044,True
97,stockport_contracts_6,Contract Term (Months),stockport_contracts_8,Contract Term (Months),0.9576972,True
98,stockport_contracts_10,Route to Market,stockport_contracts_6,Route to Market,0.9559929,True
99,stockport_contracts_6,Pro Class,stockport_contracts_8,Pro Class,0.95488054,True
100,stockport_contracts_2,Pro Class,stockport_contracts_3,Pro Class,0.95457137,True
101,stockport_contracts_3,Agreement Type,stockport_contracts_6,Agreement Type,0.9537506,True
102,stockport_contracts_6,Contract Term (Months),stockport_contracts_7,Contract Term (Months),0.95269185,True
103,stockport_contracts_7,Route to Market,stockport_contracts_9,Route to Market,0.9526242,True
104,stockport_contracts_6,Pro Class,stockport_contracts_7,Pro Class,0.9525639,True
105,stockport_contracts_7,Agreement Type,stockport_contracts_8,Agreement Type,0.95226324,True
106,stockport_contracts_7,Pro Class,stockport_contracts_8,Pro Class,0.951721,True
107,stockport_contracts_7,Route to Market,stockport_contracts_8,Route to Market,0.9514369,True
108,stockport_contracts_2,Agreement Type,stockport_contracts_9,Agreement Type,0.9500866,True
109,stockport_contracts_3,Route to Market,stockport_contracts_6,Route to Market,0.9496552,True
110,stockport_contracts_10,Agreement Type,stockport_contracts_9,Agreement Type,0.9483015,True
111,stockport_contracts_10,Route to Market,stockport_contracts_9,Route to Market,0.94792855,True
112,stockport_contracts_5,Pro Class,stockport_contracts_9,Pro Class,0.9475498,True
113,stockport_contracts_2,Agreement Type,stockport_contracts_8,Agreement Type,0.94743955,True
114,stockport_contracts_2,Agreement Type,stockport_contracts_7,Agreement Type,0.94576836,True
115,stockport_contracts_2,Route to Market,stockport_contracts_8,Route to Market,0.94540197,True
116,stockport_contracts_6,Maximum Duration of Contract (Months),stockport_contracts_8,Maximum Duration of Contract (Months),0.9453002,True
117,stockport_contracts_8,Pro Class,stockport_contracts_9,Pro Class,0.9433943,True
118,stockport_contracts_1,Pro Class,stockport_contracts_2,Pro Class,0.94313765,True
119,stockport_contracts_2,Route to Market,stockport_contracts_9,Route to Market,0.9427643,True
120,stockport_contracts_10,Agreement Type,stockport_contracts_7,Agreement Type,0.94219697,True
121,stockport_contracts_2,Contract Term (Months),stockport_contracts_6,Contract Term (Months),0.94159424,True
122,stockport_contracts_6,Pro Class,stockport_contracts_9,Pro Class,0.93999493,True
123,stockport_contracts_3,Agreement Type,stockport_contracts_9,Agreement Type,0.93927574,True
124,stockport_contracts_3,Agreement Type,stockport_contracts_8,Agreement Type,0.9389289,True
125,stockport_contracts_10,Agreement Type,stockport_contracts_8,Agreement Type,0.9388658,True
126,stockport_contracts_10,Agreement Type,stockport_contracts_2,Agreement Type,0.93862647,True
127,stockport_contracts_3,Pro Class,stockport_contracts_9,Pro Class,0.93840283,True
128,stockport_contracts_7,Contract Term (Months),stockport_contracts_8,Contract Term (Months),0.93750536,True
129,stockport_contracts_10,Route to Market,stockport_contracts_8,Route to Market,0.9370084,True
130,stockport_contracts_5,Pro Class,stockport_contracts_6,Pro Class,0.9369067,True
131,stockport_contracts_2,Route to Market,stockport_contracts_7,Route to Market,0.93682826,True
132,stockport_contracts_3,Agreement Type,stockport_contracts_7,Agreement Type,0.93676835,True
133,stockport_contracts_5,Pro Class,stockport_contracts_8,Pro Class,0.93670684,True
134,stockport_contracts_3,Route to Market,stockport_contracts_8,Route to Market,0.9348275,True
135,stockport_contracts_3,Route to Market,stockport_contracts_9,Route to Market,0.9347161,True
136,stockport_contracts_2,Contract Term (Months),stockport_contracts_8,Contract Term (Months),0.93453056,True
137,stockport_contracts_3,Pro Class,stockport_contracts_8,Pro Class,0.93437755,True
138,stockport_contracts_3,Pro Class,stockport_contracts_6,Pro Class,0.93401015,True
139,stockport_contracts_10,Agreement Type,stockport_contracts_3,Agreement Type,0.9338106,True
140,stockport_contracts_2,Agreement Type,stockport_contracts_3,Agreement Type,0.9337692,True
141,stockport_contracts_1,Pro Class,stockport_contracts_3,Pro Class,0.93323547,True
142,stockport_contracts_10,Supplier Type,stockport_contracts_2,Supplier Type,0.9332005,True
143,stockport_contracts_10,Route to Market,stockport_contracts_3,Route to Market,0.9330698,True
144,stockport_contracts_3,Contract Term (Months),stockport_contracts_6,Contract Term (Months),0.932803,True
145,stockport_contracts_3,Pro Class,stockport_contracts_5,Pro Class,0.9327407,True
146,stockport_contracts_2,Maximum Duration of Contract (Months),stockport_contracts_6,Maximum Duration of Contract (Months),0.93224335,True
