,table_a,column_a,table_b,column_b,similarity,correct
0,cihr_co-applicant_9,Org Name,cihr_co-applicant_6,App Org,1.0,True
1,cihr_co-applicant_7,Institution Code,cihr_co-applicant_2,AppOrgID,1.0,True
2,cihr_co-applicant_9,Title of Study,cihr_co-applicant_4,TitreApplicationTitle,1.0,True
3,cihr_co-applicant_11,TitreApplicationTitle,cihr_co-applicant_10,Title of Study,1.0,True
4,cihr_co-applicant_9,Program Name,cihr_co-applicant_8,Program Name,1.0,True
5,cihr_co-applicant_5,ProvinceEN,cihr_co-applicant_10,Province,1.0,True
6,cihr_co-applicant_9,Org Code,cihr_co-applicant_6,Org ID,1.0,True
7,cihr_co-applicant_6,Country,cihr_co-applicant_5,CountryEN,1.0,True
8,cihr_co-applicant_10,Applicant,cihr_co-applicant_0,Name,1.0,True
9,cihr_co-applicant_6,CommitteeNameEN,cihr_co-applicant_4,CommitteeNameEN,1.0,True
10,cihr_co-applicant_8,Title of Study,cihr_co-applicant_10,Title of Study,1.0,True
11,cihr_co-applicant_9,Areas of Study,cihr_co-applicant_11,ResearchClassEN,1.0,False
12,cihr_co-applicant_7,Institution,cihr_co-applicant_4,AppOrgNm,1.0,True
13,cihr_co-applicant_9,Country,cihr_co-applicant_10,Country,1.0,True
14,cihr_co-applicant_9,App Name,cihr_co-applicant_11,AppNm,1.0,True
15,cihr_co-applicant_9,Province,cihr_co-applicant_7,Institution Province,1.0,True
16,cihr_co-applicant_7,Institution Code,cihr_co-applicant_4,AppOrgID,1.0,True
17,cihr_co-applicant_4,CountryEN,cihr_co-applicant_3,Country,1.0,True
18,cihr_co-applicant_9,Program ID,cihr_co-applicant_10,Program Code,1.0,True
19,cihr_co-applicant_9,Code,cihr_co-applicant_6,CodeCommitteeCode,1.0,True
20,cihr_co-applicant_9,Org Name,cihr_co-applicant_1,nan4,1.0,True
21,cihr_co-applicant_7,FundingTypeEN,cihr_co-applicant_3,Funding Type,1.0,True
22,cihr_co-applicant_6,App Org,cihr_co-applicant_0,Organization Name,1.0,True
23,cihr_co-applicant_9,Country,cihr_co-applicant_7,Institution Country,1.0,True
24,cihr_co-applicant_9,Committee,cihr_co-applicant_6,CommitteeNameEN,1.0,True
25,cihr_co-applicant_6,Org ID,cihr_co-applicant_10,Organization Code,1.0,True
26,cihr_co-applicant_7,Institution Province,cihr_co-applicant_5,ProvinceEN,1.0,True
27,cihr_co-applicant_7,CodeCommitteeCode,cihr_co-applicant_4,CodeCommitteeCode,1.0,True
28,cihr_co-applicant_8,Country,cihr_co-applicant_2,CountryEN,1.0,True
