,table_a,column_a,table_b,column_b,similarity,correct
0,2021-01-27T10-19-58Z-2021-01-27-organogram-junior,Grade,2021-01-27T10-18-30Z-2021-01-27-organogram-junior,Grade,1.0,True
1,2021-01-27T10-28-42Z-2021-01-27-organogram-junior,Parent Department,2021-01-27T10-18-30Z-2021-01-27-organogram-junior,Parent Department,1.0,True
2,2021-01-27T10-19-58Z-2021-01-27-organogram-junior,unnamed0,2021-01-27T10-18-30Z-2021-01-27-organogram-junior,Generic Job Title,1.0,True
3,2021-03-26T13-52-24Z-2020-03-31-organogram-junior,Organisation,2021-03-26T09-20-55Z-2021-03-26-organogram-junior,Org Name,1.0,True
4,2021-01-27T10-19-58Z-2021-01-27-organogram-junior,Parent Department,2021-01-27T10-18-30Z-2021-01-27-organogram-junior,Parent Department,1.0,True
5,2021-01-27T10-19-58Z-2021-01-27-organogram-junior,unnamed1,2021-01-27T10-18-30Z-2021-01-27-organogram-junior,Professional/Occupational Group,1.0,True
6,2021-03-26T13-52-24Z-2020-03-31-organogram-junior,Generic Job Title,2021-01-27T10-18-30Z-2021-01-27-organogram-junior,Generic Job Title,1.0,True
7,2021-01-27T10-24-17Z-2021-01-27-organogram-senior,job group,2021-01-27T10-24-17Z-2021-01-27-organogram-junior,Group,1.0,True
8,2021-01-27T10-24-17Z-2021-01-27-organogram-senior,job organization,2021-01-27T10-24-17Z-2021-01-27-organogram-junior,Dept,1.0,False
9,2021-01-27T10-24-17Z-2021-01-27-organogram-senior,job department,2021-01-27T10-24-17Z-2021-01-27-organogram-junior,Org,1.0,False
10,2021-01-27T14-18-47Z-2020-12-06-organogram-junior,unnamed9,2021-01-27T10-19-58Z-2021-01-27-organogram-junior,unnamed1,1.0,True
11,2021-03-26T09-20-55Z-2021-03-26-organogram-junior,Title,2021-01-27T10-18-30Z-2021-01-27-organogram-junior,Generic Job Title,1.0,True
12,2021-03-26T13-52-24Z-2020-03-31-organogram-junior,Generic Job Title,2021-03-26T09-20-55Z-2021-03-26-organogram-junior,Title,1.0,True
13,2021-03-26T13-52-24Z-2020-03-31-organogram-junior,Parent Department,2021-03-26T09-20-55Z-2021-03-26-organogram-junior,Dept Name,1.0,True
14,2021-03-02T11-59-52Z-2019-03-31-organogram-junior,Parent Department,2021-03-02T11-57-01Z-2018-09-30-organogram-junior,nan0,1.0,True
15,2021-01-27T10-24-17Z-2021-01-27-organogram-senior,post code,2021-01-27T10-24-17Z-2021-01-27-organogram-junior,Unnamed: 3,1.0,False
16,2021-03-26T13-52-24Z-2020-03-31-organogram-junior,Professional/Occupational Group,2021-03-26T09-20-55Z-2021-03-26-organogram-junior,Team,1.0,True
17,2021-01-27T14-18-47Z-2020-12-06-organogram-junior,unnamed4,2021-01-27T10-28-42Z-2021-01-27-organogram-junior,Grade,1.0,True
18,2021-01-27T14-18-47Z-2020-12-06-organogram-junior,unnamed0,2021-01-27T10-28-42Z-2021-01-27-organogram-junior,Parent Department,1.0,True
19,2021-01-22T10-31-21Z-2020-09-30-organogram-junior,Professional/Occupational Group,2021-01-05T16-14-09Z-2020-10-31-organogram-junior,Professional/Occupational Group,1.0,True
20,2021-03-02T11-59-52Z-2019-03-31-organogram-junior,Grade,2021-03-02T11-57-01Z-2018-09-30-organogram-junior,nan4,1.0,True
21,2021-03-26T13-52-24Z-2020-03-31-organogram-junior,Grade,2021-03-26T09-20-55Z-2021-03-26-organogram-junior,Grade,1.0,True
22,2021-03-02T11-59-52Z-2019-03-31-organogram-junior,Generic Job Title,2021-03-02T11-57-01Z-2018-09-30-organogram-junior,nan7,1.0,True
23,2021-01-27T14-18-47Z-2020-12-06-organogram-junior,unnamed0,2021-01-27T10-19-58Z-2021-01-27-organogram-junior,Parent Department,1.0,True
24,2021-03-02T11-59-52Z-2019-03-31-organogram-junior,Professional/Occupational Group,2021-03-02T11-57-01Z-2018-09-30-organogram-junior,nan9,1.0,True
25,2021-01-27T14-18-47Z-2020-12-06-organogram-junior,unnamed4,2021-01-27T10-24-17Z-2021-01-27-organogram-junior,Grade,1.0,True
26,2021-03-02T11-59-52Z-2019-03-31-organogram-junior,Organisation,2021-03-02T11-57-01Z-2018-09-30-organogram-junior,nan1,1.0,True
27,2021-01-27T10-24-17Z-2021-01-27-organogram-senior,unnamed,2021-01-27T10-24-17Z-2021-01-27-organogram-junior,Unit,1.0,True
28,2021-01-27T10-28-42Z-2021-01-27-organogram-junior,Parent Department,2021-01-27T10-19-58Z-2021-01-27-organogram-junior,Parent Department,1.0,True
29,2021-01-27T10-28-42Z-2021-01-27-organogram-junior,Grade,2021-01-27T10-24-17Z-2021-01-27-organogram-junior,Grade,1.0,True
30,2021-01-27T14-18-47Z-2020-12-06-organogram-junior,unnamed9,2021-01-27T10-18-30Z-2021-01-27-organogram-junior,Professional/Occupational Group,1.0,True
31,2021-03-02T11-59-52Z-2019-03-31-organogram-junior,Unit,2021-03-02T11-57-01Z-2018-09-30-organogram-junior,nan2,1.0,True
32,2021-03-26T13-52-24Z-2020-03-31-organogram-junior,Organisation,2021-03-26T09-20-55Z-2021-03-26-organogram-junior,Dept Name,1.0,False
33,2021-03-26T13-52-24Z-2020-03-31-organogram-junior,Parent Department,2021-03-26T09-20-55Z-2021-03-26-organogram-junior,Org Name,1.0,False
34,2021-01-27T14-18-47Z-2020-12-06-organogram-junior,unnamed7,2021-01-27T10-28-42Z-2021-01-27-organogram-junior,Generic Job Title,1.0,True
35,2021-03-26T09-20-55Z-2021-03-26-organogram-junior,Title,2021-01-27T10-19-58Z-2021-01-27-organogram-junior,unnamed0,1.0,True
36,2021-01-27T10-24-17Z-2021-01-27-organogram-senior,job department,2021-01-27T10-24-17Z-2021-01-27-organogram-junior,Dept,1.0,True
37,2021-01-27T10-24-17Z-2021-01-27-organogram-senior,job organization,2021-01-27T10-24-17Z-2021-01-27-organogram-junior,Org,1.0,True
38,2021-03-02T11-59-52Z-2019-03-31-organogram-junior,Parent Department,2021-03-02T11-57-01Z-2018-09-30-organogram-junior,nan1,1.0,False
39,2021-03-26T13-52-24Z-2020-03-31-organogram-junior,Generic Job Title,2021-01-27T10-19-58Z-2021-01-27-organogram-junior,unnamed0,1.0,True
40,2021-03-02T11-59-52Z-2019-03-31-organogram-junior,Organisation,2021-03-02T11-57-01Z-2018-09-30-organogram-junior,nan0,1.0,False
41,2021-01-27T14-18-47Z-2020-12-06-organogram-junior,unnamed0,2021-01-27T10-18-30Z-2021-01-27-organogram-junior,Parent Department,1.0,True
