,table_a,column_a,table_b,column_b,similarity,correct
0,1004ipopayments,VAT registration number,1007ipopayments,VAT registration number,1.0,True
1,1004ipopayments,VAT registration number,1008ipopayments,VAT number,1.0,True
2,1004ipopayments,VAT registration number,1009ipopayments,VAT registration number,1.0,True
3,1004ipopayments,VAT registration number,1010ipopayments,VAT registration number,1.0,True
4,1005ipopayments,DeptName,1007ipopayments,Department family,1.0,True
5,1005ipopayments,OfficeName,1007ipopayments,Entity,1.0,True
6,1005ipopayments,DeptName,1008ipopayments,Department Category,1.0,True
7,1005ipopayments,OfficeName,1008ipopayments,Entity Category,1.0,True
8,1005ipopayments,DeptName,1009ipopayments,Department family,1.0,True
9,1005ipopayments,OfficeName,1009ipopayments,Entity,1.0,True
10,1005ipopayments,OfficeName,1010ipopayments,Department Primary,1.0,True
11,1007ipopayments,Department family,1008ipopayments,Department Category,1.0,True
12,1007ipopayments,Entity,1008ipopayments,Entity Category,1.0,True
13,1007ipopayments,VAT registration number,1008ipopayments,VAT number,1.0,True
14,1007ipopayments,Department family,1009ipopayments,Department family,1.0,True
15,1007ipopayments,Entity,1009ipopayments,Entity,1.0,True
16,1007ipopayments,VAT registration number,1009ipopayments,VAT registration number,1.0,True
17,1007ipopayments,Entity,1010ipopayments,Department Primary,1.0,True
18,1007ipopayments,VAT registration number,1010ipopayments,VAT registration number,1.0,True
19,1008ipopayments,Department Category,1009ipopayments,Department family,1.0,True
20,1008ipopayments,Entity Category,1009ipopayments,Entity,1.0,True
21,1008ipopayments,VAT number,1009ipopayments,VAT registration number,1.0,True
22,1008ipopayments,Entity Category,1010ipopayments,Department Primary,1.0,True
23,1008ipopayments,VAT number,1010ipopayments,VAT registration number,1.0,True
24,1009ipopayments,Entity,1010ipopayments,Department Primary,1.0,True
25,1009ipopayments,VAT registration number,1010ipopayments,VAT registration number,1.0,True
26,1004ipopayments,Title,1009ipopayments,Expense type,0.993690916386146,True
27,1006ipopayments,Expense area,1008ipopayments,Expense Office,0.9863945712434636,True
28,1004ipopayments,Supplier Name,1006ipopayments,Vendor Name,0.9840562329690145,True
29,1005ipopayments,Expense,1006ipopayments,Expense type,0.9805625837302652,True
30,1009ipopayments,Expense type,1010ipopayments,Expense Category,0.9795955287314092,True
31,1007ipopayments,Expense type,1008ipopayments,Expense Category,0.9769989619649754,True
32,1006ipopayments,Expense type,1008ipopayments,Expense Category,0.9765867119967796,True
33,1004ipopayments,Title,1007ipopayments,Expense type,0.97625138458993,True
34,1007ipopayments,Expense type,1009ipopayments,Expense type,0.973035473154293,True
35,1006ipopayments,Vendor Name,1009ipopayments,Supplier,0.968354548080982,True
36,1004ipopayments,Supplier Name,1009ipopayments,Supplier,0.968308913748158,True
37,1008ipopayments,Expense Category,1010ipopayments,Expense Category,0.9653427060099946,True
38,1005ipopayments,ExpenseCategory,1008ipopayments,Expense Office,0.9632050902765076,True
39,1005ipopayments,Expense,1008ipopayments,Expense Category,0.9629346811763212,True
40,1005ipopayments,ExpenseCategory,1006ipopayments,Expense area,0.9605285614714716,True
41,1004ipopayments,Category,1005ipopayments,ExpenseCategory,0.9590222651850296,True
42,1004ipopayments,Category,1009ipopayments,Expense area,0.9552082109831906,True
43,1008ipopayments,Supplier,1009ipopayments,Supplier,0.9547452486677878,True
44,1006ipopayments,Vendor Name,1008ipopayments,Supplier,0.9539435014409972,True
45,1004ipopayments,Supplier Name,1008ipopayments,Supplier,0.9515838126159114,True
46,1009ipopayments,Amount,1010ipopayments,Transaction Amount,0.9510988524912276,True
47,1004ipopayments,Category,1008ipopayments,Expense Office,0.9504741868733224,True
48,1007ipopayments,Expense type,1010ipopayments,Expense Category,0.9502198112259052,True
49,1005ipopayments,ExpenseCategory,1007ipopayments,Expense area,0.947722391665135,True
50,1005ipopayments,Expense,1007ipopayments,Expense type,0.9458394919241568,True
51,1007ipopayments,Expense area,1009ipopayments,Expense area,0.9456265289584164,True
52,1007ipopayments,Amount,1009ipopayments,Amount,0.941696354854962,True
53,1006ipopayments,Expense area,1007ipopayments,Expense area,0.941252837542998,True
54,1005ipopayments,Vendor,1009ipopayments,Supplier,0.939611874455306,True
55,1004ipopayments,Title,1005ipopayments,Expense,0.9392710686083844,True
56,1004ipopayments,Category,1006ipopayments,Expense area,0.936930097254888,True
57,1008ipopayments,Expense Office,1009ipopayments,Expense area,0.9355070576854542,True
58,1006ipopayments,Expense type,1009ipopayments,Expense type,0.93364402885636,True
59,1008ipopayments,Expense Category,1009ipopayments,Expense type,0.9313122962257592,True
60,1005ipopayments,Expense,1009ipopayments,Expense type,0.9306413351362028,True
61,1004ipopayments,Title,1008ipopayments,Expense Category,0.9296149472936112,True
62,1005ipopayments,Vendor,1008ipopayments,Supplier,0.9288404231945714,True
63,1004ipopayments,Title,1006ipopayments,Expense type,0.9229404465760648,True
64,1006ipopayments,Expense type,1007ipopayments,Expense type,0.9216017402489046,True
65,1007ipopayments,Expense area,1008ipopayments,Expense Office,0.9208730745232108,True
66,1004ipopayments,Category,1007ipopayments,Expense area,0.920342754175454,True
67,1005ipopayments,Vendor,1006ipopayments,Vendor Name,0.9156889000182484,True
68,1005ipopayments,ExpenseCategory,1009ipopayments,Expense area,0.9135947480506472,True
69,1004ipopayments,Supplier Name,1005ipopayments,Vendor,0.9125167726790062,True
70,1005ipopayments,Expense,1010ipopayments,Expense Category,0.9100907039068694,True
71,1006ipopayments,Expense area,1009ipopayments,Expense area,0.9033883720274554,True
