,table_a,column_a,table_b,column_b,similarity,correct
0,1004ipopayments,VAT registration number,1007ipopayments,VAT registration number,1.0,True
1,1004ipopayments,VAT registration number,1009ipopayments,VAT registration number,1.0,True
2,1004ipopayments,Transaction ID,1010ipopayments,Transaction ID,1.0,True
3,1004ipopayments,Transaction Total,1010ipopayments,Transaction Amount,1.0,True
4,1004ipopayments,VAT registration number,1010ipopayments,VAT registration number,1.0,True
5,1005ipopayments,Date,1006ipopayments,Date,1.0,True
6,1005ipopayments,Date,1007ipopayments,Date,1.0,True
7,1005ipopayments,Date,1008ipopayments,Date,1.0,True
8,1005ipopayments,ExpenseCategory,1008ipopayments,Expense Category,1.0,False
9,1005ipopayments,Date,1009ipopayments,Date,1.0,True
10,1005ipopayments,ExpenseCategory,1010ipopayments,Expense Category,1.0,False
11,1006ipopayments,Date,1007ipopayments,Date,1.0,True
12,1006ipopayments,Expense type,1007ipopayments,Expense type,1.0,True
13,1006ipopayments,Expense area,1007ipopayments,Expense area,1.0,True
14,1006ipopayments,Date,1008ipopayments,Date,1.0,True
15,1006ipopayments,Transaction number,1008ipopayments,Transaction number,1.0,True
16,1006ipopayments,Date,1009ipopayments,Date,1.0,True
17,1006ipopayments,Expense type,1009ipopayments,Expense type,1.0,True
18,1006ipopayments,Expense area,1009ipopayments,Expense area,1.0,True
19,1006ipopayments,Transaction number,1009ipopayments,Transaction number,1.0,True
20,1007ipopayments,Department family,1008ipopayments,Department Category,1.0,True
21,1007ipopayments,Date,1008ipopayments,Date,1.0,True
22,1007ipopayments,Department family,1009ipopayments,Department family,1.0,True
23,1007ipopayments,Entity,1009ipopayments,Entity,1.0,True
24,1007ipopayments,Date,1009ipopayments,Date,1.0,True
25,1007ipopayments,Expense type,1009ipopayments,Expense type,1.0,True
26,1007ipopayments,Expense area,1009ipopayments,Expense area,1.0,True
27,1007ipopayments,Amount,1009ipopayments,Amount,1.0,True
28,1007ipopayments,VAT registration number,1009ipopayments,VAT registration number,1.0,True
29,1007ipopayments,VAT registration number,1010ipopayments,VAT registration number,1.0,True
30,1008ipopayments,Department Category,1009ipopayments,Department family,1.0,True
31,1008ipopayments,Date,1009ipopayments,Date,1.0,True
32,1008ipopayments,Supplier,1009ipopayments,Supplier,1.0,True
33,1008ipopayments,Transaction number,1009ipopayments,Transaction number,1.0,True
34,1008ipopayments,Expense Category,1010ipopayments,Expense Category,1.0,True
35,1009ipopayments,VAT registration number,1010ipopayments,VAT registration number,1.0,True
36,1005ipopayments,ExpenseCategory,1006ipopayments,Expense type,0.9555555555555556,False
37,1005ipopayments,ExpenseCategory,1007ipopayments,Expense type,0.9555555555555556,False
38,1005ipopayments,ExpenseCategory,1009ipopayments,Expense type,0.9555555555555556,False
39,1006ipopayments,Expense type,1008ipopayments,Expense Category,0.9555555555555556,True
40,1006ipopayments,Expense type,1010ipopayments,Expense Category,0.9555555555555556,True
41,1007ipopayments,Expense type,1008ipopayments,Expense Category,0.9555555555555556,True
42,1007ipopayments,Expense type,1010ipopayments,Expense Category,0.9555555555555556,True
43,1008ipopayments,Expense Category,1009ipopayments,Expense type,0.9555555555555556,True
44,1009ipopayments,Expense type,1010ipopayments,Expense Category,0.9555555555555556,True
45,1004ipopayments,Transaction ID,1006ipopayments,Transaction number,0.95,True
46,1004ipopayments,Transaction ID,1008ipopayments,Transaction number,0.95,True
47,1004ipopayments,Transaction ID,1009ipopayments,Transaction number,0.95,True
48,1006ipopayments,Transaction number,1010ipopayments,Transaction ID,0.95,True
49,1008ipopayments,Transaction number,1010ipopayments,Transaction ID,0.95,True
50,1009ipopayments,Transaction number,1010ipopayments,Transaction ID,0.95,True
51,1004ipopayments,VAT registration number,1008ipopayments,VAT number,0.9466666666666664,True
52,1007ipopayments,VAT registration number,1008ipopayments,VAT number,0.9466666666666664,True
53,1008ipopayments,VAT number,1009ipopayments,VAT registration number,0.9466666666666664,True
54,1008ipopayments,VAT number,1010ipopayments,VAT registration number,0.9466666666666664,True
55,1004ipopayments,Supplier Name,1006ipopayments,Vendor Name,0.9428571428571428,True
56,1004ipopayments,Category,1007ipopayments,Department family,0.9200000000000002,False
57,1004ipopayments,Category,1008ipopayments,Department Category,0.9200000000000002,False
58,1004ipopayments,Category,1009ipopayments,Department family,0.9200000000000002,False
59,1005ipopayments,OfficeName,1007ipopayments,Department family,0.9058823529411766,False
60,1005ipopayments,OfficeName,1009ipopayments,Department family,0.9058823529411766,False
