,table_a,column_a,table_b,column_b,similarity,correct
0,sephora_1,Price,sephora_2,price,0.7254901960784313,True
1,sephora_1,Price,ulta_1,price,0.6417910447761194,True
2,sephora_2,price,ulta_1,price,0.5942028985507246,True
3,amazon_1,Price,sephora_1,Price,0.5125,True
4,amazon_1,Price,ulta_1,price,0.4742268041237113,True
5,amazon_1,Price,sephora_2,price,0.4235294117647059,True
6,sephora_2,number of colors,ulta_1,number of colors/scent,0.2592592592592592,True
7,sephora_2,rating,ulta_1,number of colors/scent,0.2,False
8,sephora_2,brand,ulta_1,brand,0.1,True
9,amazon_1,Color,sephora_2,number of colors,0.0476190476190476,False
10,amazon_1,Color,ulta_1,number of colors/scent,0.0384615384615384,False
11,sephora_2,rating,ulta_1,rating,0.037037037037037,True
12,sephora_1,Color,sephora_2,number of colors,0.0288461538461538,False
13,sephora_2,_id,ulta_1,_id,0.0256410256410256,True
14,amazon_1,Color,sephora_2,rating,0.0204081632653061,False
15,sephora_1,Color,ulta_1,number of colors/scent,0.0106382978723404,False
16,sephora_2,product name,ulta_1,product name,0.0102564102564102,True
17,sephora_1,Product_id,ulta_1,_id,0.0101010101010101,True
18,sephora_2,rating,ulta_1,_id,0.0094339622641509,False
19,sephora_2,number of colors,ulta_1,_id,0.0081967213114754,False
20,amazon_1,Color,sephora_1,Color,0.0079365079365079,True
21,sephora_1,Product_id,sephora_2,_id,0.0050251256281407,True
