,table_a,column_a,table_b,column_b,similarity,correct
0,yelp_5,Name,yelp_3,name,1.0,True
1,yelp_4,address,yellow_pages_2,address,1.0,True
2,zomato_2,name,yelp_3,name,1.0,True
3,yelp_2,name,yellow_pages_1,aka,1.0,True
4,zomato_1,NAME,yelp_4,name,1.0,True
5,yellow_pages_1,aka,fodors_1,name,1.0,True
6,zomato_2,address,yelp_3,streetAddress,1.0,True
7,zagats_1,name,yelp_2,name,1.0,True
8,zomato_3,Name,zagats_1,name,1.0,True
9,zomato_1,NAME,yellow_pages_1,name,1.0,True
10,yelp_3,state,yellow_pages_2,state,1.0,True
11,yelp_3,state,yellow_pages_1,state,1.0,True
12,yelp_2,name,yelp_1,NAME,1.0,True
13,zagats_1,name,fodors_1,name,1.0,True
14,yellow_pages_2,name,yellow_pages_1,aka,1.0,True
15,yelp_5,Name,yelp_4,name,1.0,True
16,zomato_3,Name,fodors_1,name,1.0,True
17,yelp_2,cuisine,fodors_1,type,1.0,True
18,zomato_2,name,yelp_4,name,1.0,True
19,zomato_2,name,zomato_1,NAME,1.0,True
20,zagats_1,name,yellow_pages_2,name,1.0,True
21,yelp_4,name,yelp_2,name,1.0,True
22,zomato_3,Name,yellow_pages_2,name,1.0,True
23,yelp_5,Name,yellow_pages_1,name,1.0,True
24,zomato_3,Address,yelp_2,address,1.0,True
25,yelp_3,name,yellow_pages_2,name,1.0,True
26,zomato_2,name,yellow_pages_1,name,1.0,True
27,yelp_4,name,fodors_1,name,1.0,True
28,zomato_2,address,yellow_pages_1,streetAddress,1.0,True
29,yelp_4,name,yellow_pages_2,name,1.0,True
30,yelp_2,address,yellow_pages_1,streetAddress,1.0,True
31,yelp_3,name,yellow_pages_1,name,1.0,True
32,yelp_4,address,yelp_2,address,1.0,True
33,zomato_3,Address,yellow_pages_2,address,1.0,True
34,zomato_1,NAME,zagats_1,name,1.0,True
35,yelp_3,streetAddress,yellow_pages_2,address,1.0,True
36,yelp_4,city,yellow_pages_1,neighborhood,1.0,False
37,yelp_3,city,yellow_pages_1,city,1.0,True
38,zomato_1,NAME,fodors_1,name,1.0,True
39,yellow_pages_2,address,yellow_pages_1,streetAddress,1.0,True
40,zomato_1,NAME,yellow_pages_2,name,1.0,True
41,zomato_2,name,zagats_1,name,1.0,True
42,yelp_3,neighborhood,yellow_pages_1,neighborhood,1.0,True
43,yelp_4,city,yellow_pages_2,city,1.0,True
44,zomato_3,Name,yelp_2,name,1.0,True
45,yelp_5,Name,fodors_1,name,1.0,True
46,yelp_4,city,yelp_3,neighborhood,1.0,False
47,yelp_3,name,yelp_2,name,1.0,True
48,zomato_2,name,fodors_1,name,1.0,True
49,yelp_1,NAME,yellow_pages_1,name,1.0,True
50,yelp_5,Name,yellow_pages_2,name,1.0,True
51,zomato_2,name,yellow_pages_2,name,1.0,True
52,yelp_3,neighborhood,yellow_pages_2,city,1.0,False
53,yelp_3,website,yellow_pages_2,website,1.0,True
54,yelp_3,website,yellow_pages_1,website,1.0,True
55,yelp_3,name,fodors_1,name,1.0,True
56,zomato_3,Address,yelp_4,address,1.0,True
57,zomato_3,Address,yelp_5,Address,1.0,True
58,yelp_3,streetAddress,yelp_2,address,1.0,True
59,yelp_2,name,yellow_pages_1,name,1.0,True
60,yelp_5,Address,yellow_pages_2,address,1.0,True
61,zomato_2,address,yellow_pages_2,address,1.0,True
62,yelp_3,priceRange,yellow_pages_1,priceRange,1.0,True
63,yelp_2,address,yellow_pages_2,address,1.0,True
64,zomato_1,NAME,yelp_2,name,1.0,True
