,table_a,column_a,table_b,column_b,similarity,correct
0,goodreads_3,author,amazon_1,authors,1.0,True
1,barnes_and_noble_1,series,amazon_2,Series,1.0,True
2,barnes_and_noble_6,authors,barnes_and_noble_5,authors,1.0,True
3,goodreads_4,Language,barnes_and_noble_5,language,1.0,True
4,goodreads_3,author,barnes_and_noble_4,Author,1.0,True
5,amazon_2,Title,amazon_1,title,1.0,True
6,barnes_and_noble_6,title,barnes_and_noble_3,Title,1.0,True
7,imsa_1,author,half_1,Author,1.0,True
8,goodreads_1,ThirdAuthor,barnes_and_noble_2,Ratingvalue,1.0,False
9,goodreads_1,Title,barnes_and_noble_2,Title,1.0,True
10,goodreads_4,Author,amazon_1,authors,1.0,True
11,barnes_and_noble_1,publisher,amazon_1,publisher,1.0,True
12,imsa_1,author,amazon_1,authors,1.0,True
13,barnes_and_noble_6,authors,barnes_and_noble_2,Author1,1.0,True
14,barnes_and_noble_3,Publisher,amazon_5,publisher,1.0,True
15,half_1,Dimensions,amazon_2,Product Dimensions,1.0,True
16,goodreads_4,Author,barnes_and_noble_4,Author,1.0,True
17,goodreads_3,author,barnes_and_noble_1,authors,1.0,True
18,amazon_2,Language,amazon_1,language,1.0,True
19,imsa_1,author,barnes_and_noble_4,Author,1.0,True
20,goodreads_3,name,amazon_2,Title,1.0,True
21,goodreads_4,Author,book_depository_1,Author,1.0,True
22,barnes_and_noble_3,Author,amazon_2,Author,1.0,True
23,barnes_and_noble_3,Dimensions,amazon_5,product_dimensions,1.0,True
24,imsa_1,author,book_depository_1,Author,1.0,True
25,barnes_and_noble_5,authors,amazon_2,Author,1.0,True
26,barnes_and_noble_1,title,amazon_3,Title,1.0,True
27,goodreads_1,SecondAuthor,barnes_and_noble_2,Audiobookprice,1.0,False
28,goodreads_4,Author,barnes_and_noble_1,authors,1.0,True
29,barnes_and_noble_6,publisher,barnes_and_noble_3,Publisher,1.0,True
30,imsa_1,author,barnes_and_noble_1,authors,1.0,True
31,goodreads_4,Language,goodreads_1,Language,1.0,True
32,goodreads_3,author,barnes_and_noble_3,Author,1.0,True
33,half_1,Publisher,barnes_and_noble_3,Publisher,1.0,True
34,goodreads_1,FirstAuthor,amazon_1,authors,1.0,True
35,goodreads_2,author,amazon_1,authors,1.0,True
36,barnes_and_noble_3,Author,barnes_and_noble_2,Author1,1.0,True
37,book_depository_1,Name,barnes_and_noble_6,title,1.0,True
38,half_1,Author,amazon_1,authors,1.0,True
39,imsa_1,author,goodreads_4,Author,1.0,True
40,barnes_and_noble_5,authors,barnes_and_noble_2,Author1,1.0,True
41,barnes_and_noble_4,Title,amazon_2,Title,1.0,True
42,goodreads_1,FirstAuthor,barnes_and_noble_4,Author,1.0,True
43,goodreads_2,author,barnes_and_noble_4,Author,1.0,True
44,half_1,Author,barnes_and_noble_4,Author,1.0,True
45,barnes_and_noble_2,Author1,amazon_2,Author,1.0,True
46,goodreads_1,FirstAuthor,book_depository_1,Author,1.0,True
47,goodreads_3,author,amazon_4,author,1.0,True
48,goodreads_2,author,book_depository_1,Author,1.0,True
49,goodreads_1,Publisher,barnes_and_noble_3,Publisher,1.0,True
50,half_1,Author,book_depository_1,Author,1.0,True
51,barnes_and_noble_4,Author,amazon_2,Author,1.0,True
52,goodreads_4,Author,barnes_and_noble_3,Author,1.0,True
53,imsa_1,author,barnes_and_noble_3,Author,1.0,True
54,amazon_3,Publisher,amazon_1,publisher,1.0,True
55,barnes_and_noble_2,Publisher,amazon_5,publisher,1.0,True
56,book_depository_1,Language,barnes_and_noble_5,language,1.0,True
57,goodreads_1,Language,barnes_and_noble_5,language,1.0,True
58,goodreads_1,FirstAuthor,barnes_and_noble_1,authors,1.0,True
59,goodreads_2,author,barnes_and_noble_1,authors,1.0,True
60,barnes_and_noble_6,publisher,amazon_5,publisher,1.0,True
61,amazon_5,title,amazon_4,name,1.0,True
62,amazon_5,book_format,amazon_3,ProductType,1.0,True
63,half_1,Author,barnes_and_noble_1,authors,1.0,True
64,barnes_and_noble_4,Publisher,amazon_1,publisher,1.0,True
65,goodreads_4,Author,amazon_4,author,1.0,True
66,goodreads_3,name,barnes_and_noble_5,title,1.0,True
